STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
CALIFORNIA,6,691134,Golden Plains Unified,69113410212,Rio Del Rey High (Continuation),9,LT50,.,.,.,.,.,.,9,LT50,.,.,.,.,.,.,9,LT50,6,GE50,01JUL17
CALIFORNIA,6,691134,Golden Plains Unified,69113410214,Tranquillity High,110,GE95,.,.,.,.,.,.,108,GE95,.,.,2,PS,8,GE50,110,GE95,55,GE90,01JUL17
CALIFORNIA,6,691135,Val Verde Unified,69113510283,Rancho Verde High,663,97,2,PS,45,GE90,150,GE95,427,97,4,PS,35,GE90,52,GE90,576,97,108,90-94,01JUL17
CALIFORNIA,6,691135,Val Verde Unified,69113510284,Val Verde High,236,79,3,PS,.,.,47,70-79,170,75-79,2,PS,14,GE50,35,50-59,227,75-79,77,80-84,01JUL17
CALIFORNIA,6,691135,Val Verde Unified,69113511047,Citrus Hill High,524,95,1,PS,15,GE50,46,GE90,427,95,7,GE50,28,GE80,57,70-79,493,95,143,85-89,01JUL17
CALIFORNIA,6,691135,Val Verde Unified,69113512749,Val Verde Academy,31,GE90,.,.,2,PS,5,PS,19,GE80,1,PS,4,PS,.,.,29,GE80,7,GE50,01JUL17
CALIFORNIA,6,691136,Aromas/San Juan Unified,69113603761,Anzar High,93,90-94,1,PS,.,.,.,.,60,GE90,4,PS,28,GE80,8,GE50,57,80-89,33,GE90,01JUL17
CALIFORNIA,6,691137,Big Oak Flat-Groveland Unified,69113707914,Moccasin Community Day,3,PS,.,.,.,.,.,.,1,PS,.,.,2,PS,.,.,2,PS,.,.,01JUL17
CALIFORNIA,6,691137,Big Oak Flat-Groveland Unified,69113710339,Tioga High,9,GE50,.,.,.,.,.,.,1,PS,.,.,8,GE50,1,PS,6,GE50,.,.,01JUL17
CALIFORNIA,6,691137,Big Oak Flat-Groveland Unified,69113710340,Don Pedro High,12,GE50,.,.,.,.,.,.,.,.,1,PS,11,GE50,1,PS,10,GE50,.,.,01JUL17
COLORADO,8,800001,Cheyenne County School District No. Re-5,80000100215,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,12,GE50,.,.,.,.,.,.,1,PS,.,.,11,GE50,.,.,7,GE50,1,PS,01JUL17
COLORADO,8,800004,DENVER 1,80000400709,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,22,GE80,.,.,.,.,1,PS,3,PS,1,PS,17,GE80,4,PS,3,PS,.,.,01JUL17
COLORADO,8,800016,Yuma 1 School District,80001601821,YUMA HIGH SCHOOL,55,80-89,.,.,.,.,.,.,26,GE80,.,.,29,GE80,6,GE50,30,GE80,20,GE80,01JUL17
COLORADO,8,800017,Wray RD-2 School District,80001701818,WRAY HIGH SCHOOL,51,80-89,.,.,.,.,.,.,15,GE50,.,.,36,80-89,8,GE50,34,70-79,6,GE50,01JUL17
COLORADO,8,800018,Idalia RJ-3 School District,80001801742,IDALIA JUNIOR-SENIOR HIGH SCHOOL,9,GE50,.,.,.,.,1,PS,1,PS,.,.,7,GE50,.,.,7,GE50,1,PS,01JUL17
COLORADO,8,800019,Liberty J-4 School District,80001901744,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,9,GE50,.,.,.,.,.,.,2,PS,.,.,7,GE50,.,.,6,GE50,1,PS,01JUL17
COLORADO,8,800020,State Charter School Institute,80002000727,ACADEMY OF CHARTER SCHOOLS,130,GE95,2,PS,9,GE50,1,PS,34,GE90,1,PS,83,90-94,5,PS,26,GE80,4,PS,01JUL17
COLORADO,8,800020,State Charter School Institute,80002001612,YOUTH & FAMILY ACADEMY CHARTER,55,20-29,1,PS,.,.,3,PS,40,20-29,1,PS,10,LT50,11,LT50,54,20-29,2,PS,01JUL17
COLORADO,8,800020,State Charter School Institute,80002001882,NEW AMERICA SCHOOL - LOWRY,206,14,.,.,30,LE20,22,LE20,137,10-14,1,PS,16,21-39,13,LT50,165,15-19,170,10-14,01JUL17
COLORADO,8,800020,State Charter School Institute,80002001915,THE PINNACLE CHARTER SCHOOL HIGH,114,85-89,.,.,9,GE50,.,.,77,85-89,.,.,28,GE80,4,PS,78,85-89,37,80-89,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006305,CAPROCK ACADEMY,17,GE80,.,.,.,.,.,.,3,PS,1,PS,13,GE50,1,PS,4,PS,.,.,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006310,COLORADO SPRINGS EARLY COLLEGES,164,45-49,.,.,10,LT50,14,LT50,28,40-59,2,PS,110,45-49,4,PS,59,30-39,10,LT50,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006338,PIKES PEAK PREP,18,60-79,.,.,.,.,5,PS,5,PS,.,.,8,GE50,.,.,12,GE50,1,PS,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006390,EARLY COLLEGE OF ARVADA,30,60-79,.,.,.,.,2,PS,14,GE50,.,.,14,GE50,2,PS,17,40-59,7,LT50,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006418,ANIMAS HIGH SCHOOL,71,90-94,2,PS,2,PS,.,.,4,PS,.,.,63,90-94,9,GE50,9,GE50,.,.,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006437,THOMAS MACLAREN STATE CHARTER SCHOOL,14,GE50,.,.,.,.,.,.,5,PS,2,PS,7,GE50,.,.,6,GE50,.,.,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006480,NEW AMERICA SCHOOL - THORNTON,129,20-24,.,.,1,PS,.,.,120,20-24,.,.,8,LT50,15,LT50,118,20-24,85,15-19,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006542,COLORADO EARLY COLLEGE FORT COLLINS,170,50-54,1,PS,7,LT50,5,PS,7,GE50,.,.,150,50-54,3,PS,50,50-59,1,PS,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006585,VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCH,3,PS,.,.,.,.,.,.,3,PS,.,.,.,.,.,.,3,PS,1,PS,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006634,COLORADO EARLY COLLEGES DOUGLAS COUNTY,91,55-59,2,PS,1,PS,1,PS,8,GE50,3,PS,76,55-59,1,PS,14,GE50,1,PS,01JUL17
COLORADO,8,800020,State Charter School Institute,80002006661,NEW LEGACY CHARTER HIGH SCHOOL,25,21-39,.,.,.,.,8,LT50,16,21-39,1,PS,.,.,2,PS,24,21-39,13,LT50,01JUL17
COLORADO,8,800023,COLORADO SCHOOL FOR THE DEAF AND BLIND,80002306410,COLORADO SCHOOL FOR THE DEAF AND BLIND,21,LE20,.,.,2,PS,1,PS,3,PS,2,PS,13,LT50,21,LE20,16,21-39,.,.,01JUL17
COLORADO,8,800282,COLORADO DIGITAL BOCES,80028206600,COLORADO PREP ACADEMY,80,25-29,.,.,2,PS,5,PS,10,LT50,3,PS,60,30-39,6,LT50,43,20-29,4,PS,01JUL17
COLORADO,8,800282,COLORADO DIGITAL BOCES,80028206615,ROCKY MOUNTAIN DIGITAL ACADEMY,119,70-74,.,.,1,PS,4,PS,39,70-79,3,PS,72,75-79,2,PS,78,70-74,8,LT50,01JUL17
COLORADO,8,800282,COLORADO DIGITAL BOCES,80028206654,MOUNTAIN VIEW VIRTUAL,69,40-44,.,.,1,PS,2,PS,14,LT50,1,PS,51,40-49,12,LT50,35,30-39,5,PS,01JUL17
COLORADO,8,800282,COLORADO DIGITAL BOCES,80028206664,PIKES PEAK ONLINE SCHOOL,81,25-29,1,PS,1,PS,2,PS,14,LT50,.,.,63,25-29,9,LT50,52,11-19,4,PS,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192000002,AIR ACADEMY HIGH SCHOOL,337,92,4,PS,5,PS,14,GE50,54,GE90,11,GE50,249,90-94,30,60-79,74,80-84,2,PS,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192000858,ASPEN VALLEY CAMPUS,24,40-59,.,.,1,PS,1,PS,1,PS,2,PS,19,60-79,2,PS,10,GE50,1,PS,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192001321,RAMPART HIGH SCHOOL,386,90,1,PS,25,GE80,17,GE80,50,80-89,20,GE80,273,85-89,29,40-59,104,75-79,12,GE50,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192001429,LIBERTY HIGH SCHOOL,375,90,1,PS,6,GE50,17,GE80,60,GE90,27,GE80,264,85-89,29,21-39,64,85-89,4,PS,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192001645,PINE CREEK HIGH SCHOOL,364,94,3,PS,17,GE80,10,GE50,25,GE80,16,GE80,293,90-94,22,40-59,47,80-89,2,PS,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192001905,DISCOVERY CANYON CAMPUS HIGH SCHOOL,249,89,.,.,7,GE50,6,GE50,26,GE80,9,GE50,201,85-89,20,40-59,31,80-89,3,PS,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192001943,THE CLASSICAL ACADEMY HIGH SCHOOL,149,GE95,.,.,.,.,4,PS,11,GE50,2,PS,132,GE95,11,GE50,13,GE50,.,.,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192006434,ACADEMY ONLINE,15,LT50,.,.,1,PS,.,.,3,PS,1,PS,10,GE50,1,PS,6,LT50,.,.,01JUL17
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",80192006447,TCA COLLEGE PATHWAYS,64,75-79,.,.,1,PS,2,PS,3,PS,2,PS,56,70-79,.,.,4,PS,.,.,01JUL17
COLORADO,8,801950,School District N. 14 in the county of Adams & State of Colo,80195000010,ADAMS CITY HIGH SCHOOL,395,79,1,PS,1,PS,8,GE50,335,79,3,PS,47,70-79,39,40-49,374,79,161,70-74,01JUL17
COLORADO,8,801950,School District N. 14 in the county of Adams & State of Colo,80195001307,LESTER R ARNOLD HIGH SCHOOL,149,30-34,.,.,.,.,7,LT50,117,30-34,.,.,25,LE20,23,LE20,137,30-34,61,30-34,01JUL17
COLORADO,8,802010,Aguilar Reorganized School District No. 6,80201000023,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,7,GE50,.,.,.,.,.,.,2,PS,.,.,5,PS,.,.,5,PS,.,.,01JUL17
COLORADO,8,802040,Akron School District No. R-1,80204000025,AKRON HIGH SCHOOL,19,60-79,.,.,.,.,.,.,3,PS,1,PS,15,GE50,3,PS,10,GE50,.,.,01JUL17
COLORADO,8,802070,"Alamosa School District, No. Re-11J",80207000027,ALAMOSA HIGH SCHOOL,127,90-94,1,PS,1,PS,.,.,75,85-89,.,.,50,GE90,11,LT50,87,85-89,12,GE50,01JUL17
COLORADO,8,802070,"Alamosa School District, No. Re-11J",80207006508,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,20,LE20,1,PS,.,.,.,.,17,LE20,.,.,2,PS,1,PS,20,LE20,3,PS,01JUL17
COLORADO,8,802130,South Conejos School District No. Re10,80213000035,ANTONITO HIGH SCHOOL,20,GE80,.,.,.,.,.,.,20,GE80,.,.,.,.,1,PS,20,GE80,2,PS,01JUL17
COLORADO,8,802190,Archuleta County School District No. 50 Jt,80219000039,PAGOSA SPRINGS HIGH SCHOOL,79,85-89,2,PS,2,PS,1,PS,15,GE50,.,.,59,80-89,3,PS,34,70-79,4,PS,01JUL17
COLORADO,8,802220,Arickaree School District No. R-2,80222000042,ARICKAREE UNDIVIDED HIGH SCHOOL,10,GE50,.,.,.,.,.,.,1,PS,.,.,9,GE50,.,.,5,PS,1,PS,01JUL17
COLORADO,8,802260,Arriba-Flagler Consolidated School District No. 20,80226000509,FLAGLER PUBLIC SCHOOL,15,GE50,.,.,.,.,.,.,3,PS,1,PS,11,GE50,1,PS,8,GE50,.,.,01JUL17
COLORADO,8,802280,"Aspen School District No. 1, in the county of Pitkin and Sta",80228000047,ASPEN HIGH SCHOOL,163,90-94,.,.,2,PS,.,.,28,60-79,1,PS,132,GE95,11,GE50,32,80-89,17,60-79,01JUL17
COLORADO,8,802310,Weld County School District No. Re-9,80231000050,HIGHLAND HIGH SCHOOL,76,GE95,.,.,.,.,.,.,29,GE80,1,PS,46,GE90,8,GE50,46,GE90,6,GE50,01JUL17
COLORADO,8,802340,"Aurora, Joint District No. 28 of the counties of Adams and A",80234000056,AURORA CENTRAL HIGH SCHOOL,568,48,4,PS,64,30-34,99,55-59,347,48,16,21-39,38,50-59,71,35-39,496,47,309,40,01JUL17
COLORADO,8,802340,"Aurora, Joint District No. 28 of the counties of Adams and A",80234000063,GATEWAY HIGH SCHOOL,434,56,4,PS,20,40-59,124,55-59,193,50-54,23,GE80,70,65-69,68,30-34,343,54,123,40-44,01JUL17
COLORADO,8,802340,"Aurora, Joint District No. 28 of the counties of Adams and A",80234000064,HINKLEY HIGH SCHOOL,478,71,4,PS,24,GE80,78,70-74,305,70,17,60-79,50,60-69,58,40-49,421,71,180,65-69,01JUL17
COLORADO,8,802340,"Aurora, Joint District No. 28 of the counties of Adams and A",80234000082,AURORA WEST COLLEGE PREPARATORY ACADEMY,68,75-79,.,.,2,PS,6,GE50,59,70-79,1,PS,.,.,6,GE50,66,75-79,33,70-79,01JUL17
COLORADO,8,802340,"Aurora, Joint District No. 28 of the counties of Adams and A",80234000084,WILLIAM SMITH HIGH SCHOOL,68,70-74,.,.,2,PS,6,GE50,36,70-79,3,PS,21,60-79,8,GE50,44,70-79,21,60-79,01JUL17
COLORADO,8,802340,"Aurora, Joint District No. 28 of the counties of Adams and A",80234001389,RANGEVIEW HIGH SCHOOL,585,80,6,GE50,48,70-79,144,80-84,194,80-84,37,70-79,156,80-84,65,60-64,356,78,76,65-69,01JUL17
